漢字,田町読み（新しい詳細読み）　ひらがな・漢字
擽,リャク，手偏に音楽のガクの旧字
攘,尊皇攘夷のジョウ，はらう
攜,携帯するのケイ，たずさえるの異体字
攅,サン，集める，手偏に賛成するのサン
攤,タン，手偏に困難なのナンの旧字
攣,痙攣を起こすのレン
攫,一攫千金のカク，つかむ
攴,ボク，部首のとまた
攵,ボク，部首ののぶん，敗北するのハイの旁
攷,コウ，技巧的なのコウの旁の右にのぶん
收,収入のシュウの旧字
攸,ユウ，人偏に縦棒にのぶん
畋,テン，水田のデンにのぶん
效,効果的なのコウの旧字
敖,ゴウ，傲慢なのゴウの旁
敕,勅命のチョクの旧字
敍,自叙伝のジョの旧字
敘,自叙伝のジョの異体字
敞,海軍工廠のショウの垂れなし
敝,敝衣破帽のヘイ，二重足なし
敲,推敲を重ねるのコウ，たたく
數,算数のスウの旧字
斂,一点に収斂するのレン
斃,野垂れ死にを意味する斃死のヘイ
變,変化するのヘン，変えるの旧字
斛,容量の単位の斛，角偏に単位の斗
斟,斟酌するのシン，くむ
斫,シャク，石偏にパン一斤のキン
斷,断念するのダンの旧字
旃,セン，方偏に栴檀の木のセンの旁
旆,大きな旗を意味する大旆のハイ
旁,ホウ，漢字の部首の旁
旄,毛で作った旗飾りのボウ
旌,旗印を意味するセイ
旒,旗を数える単位のリュウ
旛,旗が翻る様のハン
旙,旗が翻る様のハンの異体字
无,ム，ない，天気予報のテンの四画目を乙にする
旡,キ，つまる，既得権のキ，すでにの旁
旱,旱魃のカン，ひでり
杲,コウ，あきらか，日曜日のニチの下に樹木のモク
昊,コウ，日曜日のニチの下に天気予報のテン
昃,ソク，日曜日のニチの下に仄聞するのソク
旻,ビン，あきぞら，日曜日のニチの下に作文のブン
杳,杳として知れないのヨウ，曜日の木の下に日
昵,昵懇の間柄のジツ，日偏に尼寺のあま
昶,チョウ，永久のエイの右に日曜日のニチ
昴,すばる
昜,ヨウ，太陽系のヨウの旁
晏,アン，日曜日のニチの下に安心のアン
晄,コウ，日偏に光
晉,中国の国名の晋，すすむの旧字
晁,チョウ，日曜日のニチの下に一兆円のチョウ
晞,キ，日偏に希望のキ
晝,昼休みのひる，チュウの旧字
晤,ゴ，日偏に田吾作のゴ
晧,コウ，日偏に告げる
晨,シン，日曜日のニチの下に十二支のたつ
晟,セイ，日曜日のニチの下に成長するのセイ
晢,セツ，骨折するのセツの下に日曜日のニチ
晰,頭脳明晰のセキ
暃,日曜日のニチの下に非常口のヒ
暈,めまいを意味する眩暈のウン
暎,エイ，日偏に英雄のエイ
暉,キ，日偏に軍隊のグン
暄,ケン，日偏に宣伝のセン
暘,ヨウ，日偏に太陽系のヨウの旁
暝,メイ，日偏に冥福を祈るのメイ
曁,キ，既得権のキにの下に元旦のタン
暹,セン，進歩のシンの上に日曜日のニチ
曉,暁の旧字
暾,トン，日偏に中国の敦煌のトン
暼,ヘツ，一瞥するのベツの目の代わりに曜日の日
曄,ヨウ，日偏に中華鍋のカ
暸,リョウ，明瞭なのリョウの目の代わりに曜日の日
曖,曖昧なのアイ
曚,ボウ，日偏に啓蒙するのモウ
曠,曠野のコウ，日偏に広いの旧字
昿,コウ，日偏に広い
曦,ギ，美しい太陽を意味する日偏のギ
曩,ノウ，曜日の日の下に譲の旧字の旁
曰,曰く付きのいわく
曵,船を曳航するのエイの異体字
曷,カツ，褐色のカツの旁
朏,ヒ，みかづき，月偏に出る
朖,朗読のロウの異体字，月偏に改良するのリョウ
朞,キ，基本のキの土の代わりに月
朦,朦朧とするのモウ
朧,朦朧とするのロウ
霸,制覇するのハの旧字
朮,ジュツ，述語のジュツの旁
朿,シ，とげ，刺激するのシの左側
朶,耳たぶを意味する耳朶のダ
杁,いり，木偏に入る
朸,ロク，木偏に力
朷,トウ，木偏に刀
杆,カン，木偏に干す
杞,杞憂に終わるのキ
杠,コウ，木偏に図画工作のコウ
杙,ヨク，木偏に代表のダイの旁
杣,そま，木偏に山
杤,栃木県のとちの異体字，木偏に万年筆のマン
枉,オウ，まがる，木偏に王様のオウ
杰,豪傑のケツの異体字，木材のモクの下にれんが
枩,松の木のマツの異体字
杼,ジョ，木偏に予定のヨ
杪,ビョウ，こずえ，木偏に少ない
枌,フン，木偏に半分のブン
枋,ホウ，木偏に正方形のホウ
枦,櫨の木のハゼの異体字，木偏に戸締まりのト
枡,ます，木偏に一升瓶のショウ
枅,ケイ，木偏に正方形のケイの左側
枷,カ，木偏に加速度のカ
柯,カ，木偏に可能性のカ
枴,カイ，木偏に誘拐犯のカイの旁
柬,カン，諫めるの旁
枳,からたち，木偏に只今のタダ
柩,ヒツギ，霊柩車のキュウ
枸,ク，木偏に俳句のク
柤,サ，木偏に尚且つのかつ
柞,サク，木偏に作文のサクの旁
柝,タク，木偏に排斥運動のセキ
柢,テイ，木偏に低いの旁
柮,トツ，木偏に外出するのシュツ
枹,フ，木偏に雹が降るのヒョウの下側
柎,フ，木偏に付録のフ
柆,ロウ，木偏に独立のリツ
柧,コ，木偏に瓜
檜,植物のひのき，木偏に会社のカイの旧字
栞,栞を挟むのしおり
框,上がり框のかまち
栩,ク，木偏に羽毛のウ
桀,ケツ，豪傑のケツの旁
桍,コ，木偏に袴の旁
栲,コウ，木偏に参考書のコウ
桎,桎梏となる，あしかせ，木偏に夏至のシ
梳,ソ，くしけずる，木偏に流れるの旁
栫,ソン，木偏に存在するのソン
桙,ウ，ほこ，釈迦牟尼のム
档,トウ，木偏に弁当のトウ
桷,カク，木偏に角
桿,カン，木偏に干すの異体字
梟,ふくろう
梏,桎梏となるのコク，てかせ
梭,サ，木偏に俊敏さのシュンの旁
梔,植物のくちなし
條,条件のジョウの旧字
梛,ダ，木偏に若旦那のナ
梃,梃子入れのてこ，テイ
檮,トウ，木偏に寿の旧字
梹,植物の檳_樹のビンの異体字，木偏に兵隊のヘイ
桴,フ，木偏に爪の下に子供のコ
梵,梵字のボン
梠,リョ，木偏にお風呂のロ
梺,ふもと，林の下に上下のした
椏,ア，木偏に亜熱帯のアの旧字
梍,ソウ，木偏に白黒のしろに漢数字の七
桾,クン，木偏に諸君のクン
椁,カク，木偏に享楽的なのキョウ
棊,キ，将棋を指すのギの異体字
椈,キク，木偏に菊の花のキクの草冠なし
棘,とげ，棘皮動物のキョク
椢,カイ，木偏に国語のコク
椦,ケン，木偏に乗車券のケンの刀の代わりに力
棡,コウ，木偏に岡山県のおか
椌,コウ，木偏に空気のクウ
棍,棍棒のコン，木偏に昆虫のコン
棔,コン，木偏に昏睡状態のコン
棧,桟橋のサンの旧字
棕,棕櫚の木のシュ
椶,棕櫚の木のシュの異体字
椒,山椒魚のショウ
椄,ショウ，木偏に妾
棗,植物のなつめ
棣,テイ，木偏に隷旁
椥,チ，木偏に知識のチ
棹,トウ，さお，木偏に卓球のタク
棠,トウ，国会議事堂のドウの土の代わりに木材のモク
棯,ジン，木偏に残念のネン
椨,たぶのき，木偏に都道府県のフ
椪,植物の椪柑のポン，木偏に並ぶ
椚,植物のくぬぎ，木偏に専門のモン
椣,植物のしで，木偏に国語辞典のテン
椡,植物のくぬぎ，木偏に到着のトウ
棆,リン，木偏に倫理的なのリン
楹,エイ，木偏にみちる，エイ
楷,楷書体のカイ
楜,コ，木偏に黒胡椒のコ
楸,シュウ，木偏に季節のアキ
楫,シュウ，木偏に口の下に耳
楔,楔形文字のくさび，セツ
楾,はんぞう，木偏に泉
楮,植物のこうぞ
椹,チン，木偏に甚だしい
楴,テイ，木偏に帝王のテイ
椽,テン，木偏に縁側のエンの旧字体の旁
楙,ボウ，林の間に矛盾のム
椰,椰子の木のヤ
楡,楡の木のニレ
楞,ロウ，木偏に網頭に親方のかた
楝,レン，木偏に諫めるの旁
榁,むろの木のむろ，木偏に室町のむろ
楪,チョウ，木偏に喋るの旁
榲,オツ，木偏に温泉のオンの旧字体の旁
榮,栄養のエイ，栄えるの旧字
槐,カイ，植物のえんじゅ
榿,キ，木偏に鎧の旁
槁,コウ，木偏に高い低いの高い
槓,コウ，木偏に貢ぐ
榾,コツ，木偏に骨
槎,サ，木偏に差別化するの差
寨,サイ，寒いの下二点の代わりに木材のモク
槊,サク，八朔のサクの下に木材のモク
槝,かしの木のかし，木偏に島国のしま
榻,トウ，木偏に曜日のニチの下に羽
槃,涅槃のハン
榧,かやの木のかや
樮,ほくそ，木偏に西の下に火曜日のカ
榑,フ，木偏に博物館のハクの旧字の旁
榠,メイ，木偏に冥福を祈るのメイ
榜,標榜するのボウ
榕,ヨウ，木偏に容積のヨウ
榴,リュウ，ざくろ，木偏に留学するのリュウ
槞,ロウ，木偏に恐竜のリュウ
槨,カク，木偏に輪郭のカク
樂,音楽のガク，楽しいの旧字
樛,キュウ，手偏に膠の旁
槿,キン，植物のむくげ
權,権利のケンの旧字
槹,コウ，木偏に皐月の一文字目
槲,コク，木偏に角に北斗七星のト
槧,ザン，斬新なのザンの下に木材のモク
樅,もみの木のもみ
榱,スイ，木偏に衰える
樞,中枢のスウの旧字
槭,シュク，木偏に遠い親戚のセキ
樔,ソウ，木偏に蜂の巣のス
槫,セン，木偏に専門のセンの旧字
樊,鳥かごの意味の樊籠のハン
樒,ミツ，木偏に秘密のミツ
櫁,ミツ，木偏に蜂蜜のミツ
樣,神様のさま，ヨウの旧字
樓,摩天楼のロウの旧字
橄,橄欖山のカン，木偏に勇敢なのカン
樌,カン，木偏に一貫するのカン
橲,じさ，木偏に喜劇のキ
樶,サイ，木偏に最大最小のサイ
橸,まさ，木偏に水晶玉のショウ
橇,セイ，乗り物のそり
橢,楕円形のダの旧字
橙,トウ，植物の橙
橦,トウ，木偏に童
橈,ドウ，たわむ，橈骨のトウ
樸,ボク，木偏に一人称の僕の旁
樢,チョウ，木偏に焼き鳥のとり
檐,エン，惨憺たるのタンの旁
檍,ヨク，木偏に意味がないのイ
檠,ケイ，尊敬するのケイの下に木材のモク
檄,檄を飛ばすのゲキ
檢,検査するのケンの旧字
檣,ショウ，ほばしら
檗,黄檗宗のバク，壁の土の代わりに木材のモク
蘗,黄檗宗のバクの異体字
檻,折檻するのカン，おり
櫃,お櫃のヒツ
櫂,トウ，船を漕ぐ櫂
檸,ネイ，檸檬の一文字目
檳,植物の檳榔樹のビン
檬,モウ，檸檬の二文字目
櫞,枸櫞酸のエン，木偏に縁側のエンの旧字
櫑,ライ，木偏に水田のデンが三つ
櫟,くぬぎ，レキ，木偏に音楽家のガクの旧字
檪,くぬぎ，レキ，木偏に音楽家のガク
櫚,棕櫚の木のロ
櫪,レキ，木偏に歴史家のレキの旧字体
櫻,桜の旧字
欅,けやき，木偏に選挙権のキョの旧字
蘖,ゲツ，ひこばえ
櫺,レイ，木偏に雨冠に口三つ
欒,一家団欒のラン
欖,橄欖山のラン，木偏に博覧会のランの旧字
鬱,憂鬱なのウツ
欟,カン，木偏に観客のカンの旧字
欸,アイ，挨拶のアイの旁に不可欠のケツ
欷,キ，希望のキに不可欠のケツ
盜,盗難のトウ，ぬすむの旧字
欹,キ，奇妙なのキに不可欠のケツ
飮,飲料水のイン，飲むの旧字
歇,間歇泉のケツ，褐色のカツの旁に不可欠のケツ
歃,ソウ，挿入句のソウの旧字の旁に不可欠のケツ
歉,ケン，兼ねるに不可欠のケツ
歐,欧米のオウの旧字
歙,キュウ，合格のゴウの下に羽毛のウ，その右に不可欠のケツ
歔,キョ，虚栄心のキョの旧字に不可欠のケツ
歛,カン，検査するのケンの旧字の旁に不可欠のケツ
歟,ヨ，与えるの旧字に不可欠のケツ
歡,歓迎するのカンの旧字
歸,帰宅するのキ，帰るの旧字
歹,ガツ，部首の歹（かばね）偏
歿,ボツ，歹偏に沈没のボツの旧字の旁
殀,ヨウ，歹偏に妖怪変化のヨウの旁
殄,テン，歹偏に診察するのシンのつくり
殃,オウ，歹偏に中央のオウ
殍,ヒョウ，歹偏に爪の下に子供の子
殘,残念のザン，残るの旧字
殕,ホウ，歹偏に倍率のバイの旁
殞,イン，歹偏に学級委員のイン
殤,ショウ，歹偏に切り傷の旁
殪,エイ，歹編に契約書に使う数字壱の旧字
殫,タン，歹偏に単純のタンの旧字
殯,ヒン，もがり，歹偏に来賓のヒン
殲,敵を殲滅するのセン
殱,敵を殲滅するのセンの異体字
殳,シュ，部首のるまた
殷,中国の王朝のイン
殼,貝殻のから，カクの旧字
毆,殴打するのオウ，殴るの旧字
毋,ブ，なかれ，毎日のマイの下側
毓,イク，毎日のマイに流れるの旁
毟,むしる，少ないの下に羽毛のモウ
毬,まり，羽毛のモウの右に求める
毫,揮毫するのゴウ
毳,セイ，羽毛のモウが三つ
毯,絨毯のタン，羽毛のモウに炎
麾,家康麾下のキ，麻酔のマの下に羽毛のモウ
氈,毛氈苔のセン
氓,ボウ，亡命するのボウの右に国民のミン
气,キ，部首の気構え
氛,フン，気構えに半分のブン
氤,イン，気構えに因果応報のイン
氣,空気のキの旧字
汞,コウ，図画工作のコウの下に水
汕,サン，三水に山
汢,ぬた，三水に土
汪,オウ，三水に王様のオウ
沂,ギ，三水に食パン1斤のキン
沍,ゴ，三水に互い
沚,シ，三水に禁止するのシ
沁,シン，シミル，三水に心
沛,沛然たる雨のハイ
汾,フン，三水に半分のブン
汨,汨羅のベキ，三水に曜日のニチ
汳,ハン，三水に反対するのハン
沒,沈没するのボツの旧字
沐,沐浴するのモク
泄,排泄物のセツ
泱,オウ，三水に中央のオウ
泓,オウ，三水に弘法大師のコウ
沽,沽券に関わるのコ，三水に中古品のコ
泗,シ，三水に漢数字の四
泅,シュウ，三水に囚人服のシュウ
泝,ソ，三水に排斥運動のセキ
沮,意気沮喪のソ，三水に阻止するのソの旁
沱,ダ，三水に仏陀のダの旁
沾,テン，三水に独占するのセン
沺,テン，三水に水田のデン
泛,ハン，三水に貧乏のボウ
泯,ビン，三水に国民のミン
泙,ヘイ，三水に平和のヘイ
泪,涙の異体字，三水に目的のモク
洟,はなみず，イ，三水に攘夷のイ
衍,敷衍するのエン
洶,キョウ，三水に胸が痛むのむねの旁
洫,キョク，三水に血液のケツ
洽,コウ，三水に合格のゴウ
